,conv1 filters,conv2 filters,conv3 filters,accuracy,runtime
231,26,176,76,52.083333333333336,4.438885688781738
232,26,176,101,53.125,7.660910129547119
233,26,176,126,59.02777777777778,7.011070966720581
234,26,176,151,56.59722222222222,6.887518644332886
235,26,176,176,54.861111111111114,6.198585033416748
236,26,176,201,56.94444444444444,9.761934518814087
237,26,176,226,60.416666666666664,5.68128776550293
238,26,176,251,62.15277777777778,5.715326309204102
239,26,176,276,55.90277777777778,8.113223791122437
240,26,201,1,35.76388888888889,5.18226170539856
241,26,201,26,53.125,8.133210182189941
242,26,201,51,59.375,5.5078089237213135
243,26,201,76,52.77777777777778,6.614717245101929
244,26,201,101,56.94444444444444,5.6639673709869385
245,26,201,126,56.94444444444444,5.570178985595703
246,26,201,151,57.986111111111114,6.813955783843994
247,26,201,176,56.25,5.720077276229858
248,26,201,201,55.90277777777778,6.728736639022827
249,26,201,226,54.513888888888886,6.673089265823364
250,26,201,251,33.33333333333333,3.5400049686431885
251,26,201,276,57.291666666666664,6.182744026184082
252,26,226,1,48.26388888888889,4.708651781082153
253,26,226,26,57.986111111111114,5.700200319290161
254,26,226,51,55.208333333333336,5.117538690567017
255,26,226,76,56.94444444444444,6.329030275344849
256,26,226,101,59.72222222222222,7.600684642791748
257,26,226,126,49.30555555555556,5.921339511871338
258,26,226,151,57.986111111111114,8.273917436599731
259,26,226,176,62.84722222222222,5.30791163444519
260,26,226,201,56.59722222222222,5.491873025894165
261,26,226,226,63.19444444444444,6.2840962409973145
262,26,226,251,58.68055555555556,8.079342365264893
263,26,226,276,48.26388888888889,6.37280797958374
264,26,251,1,34.72222222222222,4.535832643508911
265,26,251,26,58.333333333333336,5.955926179885864
266,26,251,51,55.90277777777778,8.480407476425171
267,26,251,76,56.94444444444444,8.038233757019043
268,26,251,101,48.95833333333333,5.127777814865112
269,26,251,126,55.208333333333336,4.486002683639526
270,26,251,151,57.638888888888886,8.029079914093018
271,26,251,176,60.763888888888886,7.451635122299194
272,26,251,201,62.84722222222222,5.274139642715454
273,26,251,226,54.513888888888886,5.7451982498168945
274,26,251,251,59.375,7.872975587844849
275,26,251,276,40.625,5.78393292427063
276,26,276,1,29.166666666666668,5.511810779571533
277,26,276,26,59.375,6.981442451477051
278,26,276,51,56.59722222222222,5.876562833786011
279,26,276,76,51.388888888888886,4.574322700500488
280,26,276,101,53.47222222222222,6.974660396575928
281,26,276,126,56.59722222222222,5.468820810317993
282,26,276,151,60.763888888888886,9.55626654624939
283,26,276,176,56.94444444444444,5.355088472366333
284,26,276,201,58.68055555555556,8.058774709701538
285,26,276,226,59.375,7.375652551651001
286,26,276,251,38.54166666666667,3.843964099884033
287,26,276,276,43.40277777777778,7.394788026809692
288,51,1,1,40.27777777777778,6.002035856246948
289,51,1,26,29.51388888888889,3.7698447704315186
290,51,1,51,37.84722222222222,6.333548545837402
291,51,1,76,29.166666666666668,4.153185606002808
292,51,1,101,50.0,9.648546934127808
293,51,1,126,36.45833333333333,6.156421899795532
294,51,1,151,50.0,9.726936340332031
295,51,1,176,55.208333333333336,9.64582109451294
296,51,1,201,29.166666666666668,5.816451072692871
297,51,1,226,32.98611111111111,3.356642007827759
298,51,1,251,42.36111111111111,8.981908082962036
299,51,1,276,46.875,6.422635078430176
300,51,26,1,39.93055555555556,6.33997654914856
301,51,26,26,53.47222222222222,6.6660661697387695
302,51,26,51,59.72222222222222,9.537389278411865
303,51,26,76,59.375,6.577722787857056
304,51,26,101,55.208333333333336,7.840143918991089
305,51,26,126,57.986111111111114,6.840162754058838
306,51,26,151,50.69444444444444,5.952070713043213
307,51,26,176,56.59722222222222,4.721738576889038
308,51,26,201,51.041666666666664,6.741238832473755
309,51,26,226,52.43055555555556,9.646321773529053
310,51,26,251,46.875,5.330856084823608
311,51,26,276,47.56944444444444,7.0640363693237305
312,51,51,1,42.36111111111111,5.638047218322754
313,51,51,26,56.25,6.088112831115723
314,51,51,51,59.375,7.212363958358765
315,51,51,76,59.375,6.310041427612305
316,51,51,101,57.986111111111114,5.686787843704224
317,51,51,126,56.25,5.559385538101196
318,51,51,151,59.72222222222222,8.83423924446106
319,51,51,176,54.166666666666664,6.02729606628418
320,51,51,201,46.52777777777778,6.318394660949707
321,51,51,226,34.02777777777778,3.2999281883239746
322,51,51,251,49.65277777777778,8.081209897994995
323,51,51,276,46.18055555555556,6.06611442565918
324,51,76,1,36.80555555555556,9.30592656135559
325,51,76,26,54.513888888888886,7.113421440124512
326,51,76,51,57.291666666666664,4.394470691680908
327,51,76,76,63.888888888888886,8.572603702545166
328,51,76,101,58.333333333333336,7.830162525177002
329,51,76,126,56.25,6.641506671905518
330,51,76,151,58.333333333333336,5.582174301147461
331,51,76,176,35.76388888888889,3.530393123626709
332,51,76,201,54.166666666666664,8.09780740737915
333,51,76,226,50.0,8.45801329612732
334,51,76,251,55.55555555555556,7.225560426712036
335,51,76,276,36.11111111111111,3.6951725482940674
336,51,101,1,29.51388888888889,3.3863320350646973
337,51,101,26,64.23611111111111,6.082396507263184
338,51,101,51,48.95833333333333,4.061483144760132
339,51,101,76,55.90277777777778,6.50960898399353
340,51,101,101,60.763888888888886,7.347550630569458
341,51,101,126,56.94444444444444,8.228261709213257
342,51,101,151,58.68055555555556,4.395704984664917
343,51,101,176,60.06944444444444,5.910265207290649
344,51,101,201,55.55555555555556,6.4235639572143555
345,51,101,226,60.06944444444444,4.493095636367798
346,51,101,251,55.55555555555556,6.65057373046875
347,51,101,276,58.333333333333336,8.892513036727905
348,51,126,1,30.555555555555557,4.145496129989624
349,51,126,26,54.513888888888886,6.6141862869262695
350,51,126,51,52.77777777777778,4.952368497848511
351,51,126,76,55.90277777777778,9.282634258270264
352,51,126,101,56.94444444444444,6.528793811798096
353,51,126,126,60.416666666666664,4.072545289993286
354,51,126,151,59.02777777777778,5.9494993686676025
355,51,126,176,57.986111111111114,8.368989944458008
356,51,126,201,54.861111111111114,9.504802227020264
357,51,126,226,46.52777777777778,4.804312229156494
358,51,126,251,55.208333333333336,5.614235162734985
359,51,126,276,58.68055555555556,5.659889459609985
360,51,151,1,32.98611111111111,6.267683506011963
361,51,151,26,55.90277777777778,4.509790897369385
362,51,151,51,57.291666666666664,5.9970362186431885
363,51,151,76,61.458333333333336,6.991909742355347
364,51,151,101,54.513888888888886,5.164748191833496
365,51,151,126,54.513888888888886,4.884873628616333
366,51,151,151,57.638888888888886,6.202850103378296
367,51,151,176,57.986111111111114,5.021986722946167
368,51,151,201,61.80555555555556,4.952130317687988
369,51,151,226,60.416666666666664,8.656097412109375
370,51,151,251,56.94444444444444,4.670487403869629
371,51,151,276,40.97222222222222,7.499987840652466
372,51,176,1,30.90277777777778,3.8906755447387695
373,51,176,26,53.81944444444444,4.548306226730347
374,51,176,51,58.68055555555556,7.341208219528198
375,51,176,76,57.638888888888886,7.451843976974487
376,51,176,101,55.55555555555556,5.632015705108643
377,51,176,126,53.81944444444444,5.642137289047241
378,51,176,151,58.333333333333336,5.8340020179748535
379,51,176,176,60.763888888888886,6.2066004276275635
380,51,176,201,55.208333333333336,5.743600845336914
381,51,176,226,42.70833333333333,3.570359945297241
382,51,176,251,56.25,5.07053279876709
383,51,176,276,54.166666666666664,5.891482830047607
384,51,201,1,31.944444444444443,5.26399040222168
385,51,201,26,48.26388888888889,4.933379411697388
386,51,201,51,56.25,4.514392852783203
387,51,201,76,58.68055555555556,6.836133003234863
388,51,201,101,61.458333333333336,5.611654758453369
389,51,201,126,58.68055555555556,5.6172709465026855
390,51,201,151,55.208333333333336,4.749427556991577
391,51,201,176,60.06944444444444,4.860885381698608
392,51,201,201,54.513888888888886,5.308168649673462
393,51,201,226,51.041666666666664,5.565316915512085
394,51,201,251,58.333333333333336,9.90038013458252
395,51,201,276,52.43055555555556,5.450297117233276
396,51,226,1,29.51388888888889,5.748668432235718
397,51,226,26,58.333333333333336,5.921324014663696
398,51,226,51,59.02777777777778,6.784018516540527
399,51,226,76,59.02777777777778,5.267631530761719
400,51,226,101,57.291666666666664,3.777815580368042
401,51,226,126,52.43055555555556,6.649608135223389
402,51,226,151,52.43055555555556,5.757084369659424
403,51,226,176,59.02777777777778,5.063067436218262
404,51,226,201,54.513888888888886,8.759203910827637
405,51,226,226,51.388888888888886,4.722035884857178
406,51,226,251,60.416666666666664,4.424554109573364
407,51,226,276,52.43055555555556,8.600914478302002
408,51,251,1,39.93055555555556,4.300765037536621
409,51,251,26,53.47222222222222,5.3882482051849365
410,51,251,51,55.208333333333336,4.271276473999023
411,51,251,76,58.333333333333336,5.547770261764526
412,51,251,101,57.291666666666664,7.61479115486145
413,51,251,126,58.68055555555556,5.4980597496032715
414,51,251,151,54.861111111111114,4.64894962310791
415,51,251,176,58.68055555555556,9.330081701278687
416,51,251,201,58.68055555555556,5.910521745681763
417,51,251,226,57.638888888888886,7.087470293045044
418,51,251,251,59.375,4.687992811203003
419,51,251,276,61.111111111111114,6.490019083023071
420,51,276,1,31.944444444444443,5.781919717788696
421,51,276,26,50.69444444444444,5.232083320617676
422,51,276,51,54.513888888888886,5.179279088973999
423,51,276,76,54.861111111111114,6.964998722076416
424,51,276,101,53.47222222222222,6.220722675323486
425,51,276,126,59.72222222222222,8.121111392974854
426,51,276,151,53.81944444444444,5.858811140060425
427,51,276,176,50.0,5.053480625152588
428,51,276,201,52.43055555555556,4.322788953781128
429,51,276,226,37.15277777777778,3.843123197555542
430,51,276,251,60.763888888888886,6.013434171676636
431,51,276,276,30.555555555555557,3.6732664108276367
432,76,1,1,28.47222222222222,6.780923128128052
433,76,1,26,50.34722222222222,4.945549011230469
434,76,1,51,53.47222222222222,6.834643363952637
435,76,1,76,48.61111111111111,6.415554761886597
436,76,1,101,52.77777777777778,9.474498510360718
437,76,1,126,50.0,7.048621654510498
438,76,1,151,30.90277777777778,3.5484132766723633
439,76,1,176,32.98611111111111,3.7787725925445557
440,76,1,201,29.166666666666668,4.666975975036621
441,76,1,226,31.25,3.2255351543426514
442,76,1,251,25.34722222222222,3.239030599594116
443,76,1,276,28.125,3.5557610988616943
444,76,26,1,32.63888888888889,3.354451894760132
445,76,26,26,54.513888888888886,6.666616678237915
446,76,26,51,51.041666666666664,5.161064147949219
447,76,26,76,55.55555555555556,6.089926481246948
448,76,26,101,61.111111111111114,8.028817653656006
449,76,26,126,56.59722222222222,7.394268989562988
450,76,26,151,58.333333333333336,7.668482065200806
451,76,26,176,53.125,5.902976751327515
452,76,26,201,62.15277777777778,5.787294864654541
453,76,26,226,56.59722222222222,4.959059953689575
454,76,26,251,56.25,6.209990501403809
455,76,26,276,50.34722222222222,8.71401047706604
456,76,51,1,38.54166666666667,6.799710512161255
457,76,51,26,56.25,8.51405668258667
458,76,51,51,55.55555555555556,7.875397205352783
459,76,51,76,59.02777777777778,8.866617918014526
460,76,51,101,50.0,6.52855372428894
461,76,51,126,64.58333333333334,7.125164270401001
462,76,51,151,60.763888888888886,5.902369499206543
463,76,51,176,55.55555555555556,7.425506830215454
464,76,51,201,55.208333333333336,8.185445308685303
465,76,51,226,54.861111111111114,6.964361906051636
466,76,51,251,56.94444444444444,5.775543212890625
467,76,51,276,25.34722222222222,4.404991149902344
468,76,76,1,27.77777777777778,4.062818288803101
469,76,76,26,54.861111111111114,5.652358531951904
470,76,76,51,56.25,5.8338658809661865
471,76,76,76,56.59722222222222,6.354496479034424
472,76,76,101,59.375,5.102231979370117
473,76,76,126,56.94444444444444,5.9163525104522705
474,76,76,151,57.638888888888886,4.1994850635528564
475,76,76,176,56.94444444444444,5.933220624923706
476,76,76,201,50.34722222222222,5.887069940567017
477,76,76,226,59.72222222222222,7.544745683670044
478,76,76,251,57.986111111111114,6.336735725402832
479,76,76,276,59.375,8.660300731658936
480,76,101,1,38.88888888888889,4.223464250564575
481,76,101,26,59.02777777777778,6.433572769165039
482,76,101,51,58.68055555555556,8.198692798614502
483,76,101,76,46.52777777777778,3.7933220863342285
484,76,101,101,52.77777777777778,5.509166240692139
485,76,101,126,53.81944444444444,7.3455705642700195
486,76,101,151,55.90277777777778,5.854108095169067
487,76,101,176,56.25,4.733428955078125
488,76,101,201,57.986111111111114,7.285632848739624
489,76,101,226,34.375,3.3778316974639893
490,76,101,251,57.291666666666664,6.272326231002808
491,76,101,276,33.68055555555556,3.3439552783966064
492,76,126,1,34.02777777777778,5.313400506973267
493,76,126,26,58.68055555555556,6.777717113494873
494,76,126,51,54.861111111111114,4.919667720794678
495,76,126,76,59.72222222222222,4.976566553115845
496,76,126,101,56.25,4.738253593444824
497,76,126,126,56.59722222222222,5.593062877655029
498,76,126,151,62.5,5.246103763580322
499,76,126,176,56.25,5.8440821170806885
500,76,126,201,59.375,6.350090980529785
501,76,126,226,51.388888888888886,5.2036285400390625
502,76,126,251,57.638888888888886,4.676011800765991
503,76,126,276,56.59722222222222,5.551035165786743
504,76,151,1,34.72222222222222,7.269888639450073
505,76,151,26,60.06944444444444,5.3096396923065186
506,76,151,51,60.06944444444444,8.996923685073853
507,76,151,76,59.02777777777778,4.897658586502075
508,76,151,101,57.291666666666664,6.079781770706177
509,76,151,126,59.02777777777778,4.463100433349609
510,76,151,151,57.638888888888886,5.7310950756073
511,76,151,176,62.84722222222222,8.58028507232666
512,76,151,201,50.34722222222222,5.384178638458252
513,76,151,226,51.041666666666664,6.51886510848999
514,76,151,251,33.33333333333333,3.199190855026245
515,76,151,276,54.513888888888886,6.165052175521851
516,76,176,1,29.166666666666668,3.6141409873962402
517,76,176,26,57.638888888888886,7.238746166229248
518,76,176,51,58.68055555555556,5.791734457015991
519,76,176,76,62.5,7.84743595123291
520,76,176,101,60.06944444444444,6.639343500137329
521,76,176,126,64.23611111111111,4.142450571060181
522,76,176,151,54.513888888888886,5.296551942825317
523,76,176,176,52.77777777777778,5.653546571731567
524,76,176,201,53.81944444444444,6.084961175918579
525,76,176,226,60.416666666666664,4.778262615203857
526,76,176,251,51.041666666666664,9.19104528427124
527,76,176,276,56.59722222222222,7.459880352020264
528,76,201,1,32.63888888888889,5.411707401275635
529,76,201,26,56.25,6.166983604431152
530,76,201,51,63.19444444444444,6.711378574371338
531,76,201,76,61.458333333333336,4.35859489440918
532,76,201,101,59.02777777777778,8.660359621047974
533,76,201,126,57.291666666666664,5.469263792037964
534,76,201,151,59.02777777777778,7.041816711425781
535,76,201,176,59.72222222222222,7.319939851760864
536,76,201,201,47.91666666666667,7.633717060089111
537,76,201,226,59.375,4.221440553665161
538,76,201,251,45.83333333333333,8.781811952590942
539,76,201,276,44.44444444444444,5.084133863449097
540,76,226,1,51.736111111111114,8.892611742019653
541,76,226,26,58.333333333333336,5.247878074645996
542,76,226,51,56.59722222222222,4.510042667388916
543,76,226,76,61.458333333333336,5.806137800216675
544,76,226,101,60.416666666666664,4.617035865783691
545,76,226,126,54.513888888888886,5.240222215652466
546,76,226,151,57.986111111111114,4.192600965499878
547,76,226,176,42.36111111111111,4.57642126083374
548,76,226,201,54.861111111111114,5.083273410797119
549,76,226,226,57.986111111111114,6.099501609802246
550,76,226,251,54.166666666666664,4.591336011886597
551,76,226,276,54.861111111111114,5.7200353145599365
552,76,251,1,28.819444444444443,5.996950149536133
553,76,251,26,54.166666666666664,6.4689555168151855
554,76,251,51,52.43055555555556,5.02693772315979
555,76,251,76,63.19444444444444,5.382878303527832
556,76,251,101,58.333333333333336,4.613306522369385
557,76,251,126,61.458333333333336,6.412315845489502
558,76,251,151,62.5,4.8454976081848145
559,76,251,176,60.416666666666664,4.701301097869873
560,76,251,201,58.333333333333336,5.090121746063232
561,76,251,226,55.55555555555556,7.10140061378479
562,76,251,251,54.513888888888886,6.676507234573364
563,76,251,276,57.291666666666664,6.052192211151123
564,76,276,1,27.430555555555557,6.0654919147491455
565,76,276,26,55.90277777777778,7.938190460205078
566,76,276,51,51.041666666666664,3.446648359298706
567,76,276,76,56.59722222222222,6.429958343505859
568,76,276,101,62.15277777777778,7.229821443557739
569,76,276,126,51.041666666666664,3.4028663635253906
570,76,276,151,65.27777777777779,3.943403959274292
571,76,276,176,57.291666666666664,7.092159271240234
572,76,276,201,55.55555555555556,5.202486515045166
573,76,276,226,63.541666666666664,8.474077939987183
574,76,276,251,56.94444444444444,5.4445953369140625
575,76,276,276,53.125,5.48113226890564
576,101,1,1,27.430555555555557,4.865976333618164
577,101,1,26,54.513888888888886,7.2226104736328125
578,101,1,51,38.19444444444444,3.349351644515991
579,101,1,76,44.44444444444444,9.352761268615723
580,101,1,101,44.09722222222222,6.621142148971558
581,101,1,126,25.0,3.280776262283325
582,101,1,151,29.86111111111111,4.917567491531372
583,101,1,176,28.47222222222222,3.4326672554016113
584,101,1,201,31.944444444444443,6.29175329208374
585,101,1,226,25.694444444444443,4.79157829284668
