,conv1 filters,conv2 filters,conv3 filters,accuracy,runtime,switch probability,temperature
0,50,100,201,55.55555555555556,5.453115940093994,-1,9.97
1,50,99,201,61.458333333333336,8.699351787567139,-1,9.940090000000001
2,51,99,201,61.111111111111114,5.769095420837402,0.9996507460351735,9.910269730000001
3,51,100,201,57.291666666666664,5.078049182891846,0.9958044332888679,9.880538920810002
4,50,100,201,57.638888888888886,6.661532640457153,0.9961418383036864,9.850897304047573
5,49,100,201,56.94444444444444,7.463311195373535,0.9954282714229014,9.82134461213543
6,49,100,202,50.0,4.941566467285156,0.9884010264210187,9.791880578299024
7,49,100,203,57.986111111111114,4.821676254272461,0.9964602578871858,9.762504936564127
8,48,100,203,54.513888888888886,5.091967582702637,0.9929118564331708,9.733217421754436
9,48,101,203,61.80555555555556,4.191657781600952,-1,9.704017769489171
10,48,102,203,54.513888888888886,6.951548099517822,0.9925140902659653,9.674905716180703
11,48,101,203,60.416666666666664,5.731045246124268,0.9985654718597208,9.64588099903216
12,49,101,203,34.375,4.678274154663086,0.9719629578503999,9.616943356035064
13,48,101,203,58.333333333333336,7.141228199005127,0.9963959842987068,9.588092525966958
14,48,102,203,60.06944444444444,7.950265169143677,0.9981909433280796,9.559328248389058
15,49,102,203,55.90277777777778,4.481145143508911,0.9938441378058266,9.53065026364389
16,49,103,203,57.638888888888886,5.2634313106536865,0.9956376828768674,9.50205831285296
17,48,103,203,57.291666666666664,8.119469165802002,0.9952608327218183,9.4735521379144
18,48,103,204,52.77777777777778,5.404905557632446,0.9905158075213618,9.445131481500656
19,49,103,204,56.25,5.134389877319336,0.9941353395948688,9.416796087056154
20,49,103,205,26.73611111111111,4.119076728820801,0.9634435550623678,9.388545698794985
21,49,102,205,40.625,5.268343925476074,0.9776925775664268,9.3603800616986
22,49,101,205,58.333333333333336,7.310918569564819,0.9962973831501166,9.332298921513503
23,48,101,205,59.02777777777778,6.745289325714111,0.9970279050813796,9.304302024748964
24,47,101,205,57.638888888888886,6.110658168792725,0.9955317970636332,9.276389118674716
25,47,101,204,53.81944444444444,6.26913595199585,0.9914278789509563,9.248559951318692
26,48,101,204,61.80555555555556,7.28499698638916,-1,9.220814271464736
27,48,100,204,58.333333333333336,5.101165771484375,0.9962414459748447,9.193151828650342
28,48,99,204,59.375,5.955852508544922,0.9973596157373072,9.165572373164391
29,49,99,204,53.125,6.448412895202637,0.990573879465429,9.138075656044897
30,49,99,205,51.041666666666664,5.072334289550781,0.9882899390764028,9.110661429076762
31,49,99,204,25.0,3.5081491470336914,0.9604067989817084,9.083329444789532
32,50,99,204,56.94444444444444,6.1585166454315186,0.9946626105022235,9.056079456455164
33,51,99,204,59.02777777777778,6.931128740310669,0.9969373921743878,9.028911218085799
34,51,99,203,60.06944444444444,5.031111240386963,0.9980790119534069,9.001824484431541
35,50,99,203,53.125,5.388352155685425,0.9904032387903632,8.974819010978246
36,49,99,203,62.5,8.590603113174438,-1,8.94789455394531
37,49,99,204,29.51388888888889,3.3902435302734375,0.9638065658776038,8.921050870283475
38,49,99,203,54.861111111111114,4.035695314407349,0.9914737880863642,8.894287717672624
39,49,99,202,56.25,5.02920389175415,0.9929976494751256,8.867604854519605
40,49,99,201,59.72222222222222,5.175525903701782,0.996872400532886,8.841002039956047
41,49,99,200,57.986111111111114,5.461148023605347,0.994907381165304,8.814479033836179
42,48,99,200,59.02777777777778,6.67373514175415,0.9960685228853188,8.78803559673467
43,48,100,200,55.55555555555556,5.293668031692505,0.99212898212469,8.761671489944465
44,48,99,200,55.208333333333336,4.327213525772095,0.9917123014742742,8.735386475474632
45,48,100,200,53.47222222222222,4.90997314453125,0.9897184992184317,8.709180316048208
46,47,100,200,63.19444444444444,6.293925523757935,-1,8.683052775100064
47,48,100,200,50.34722222222222,6.687045097351074,0.9853131756070422,8.657003616774764
48,47,100,200,53.47222222222222,5.625237703323364,0.9888323559971317,8.63103260592444
49,47,101,200,55.55555555555556,5.80790114402771,0.9911885578714699,8.605139508106667
50,47,101,199,59.02777777777778,5.8040080070495605,0.9951696363736613,8.579324089582347
51,47,101,200,56.25,5.639007329940796,0.9919382756605545,8.5535861173136
52,47,101,201,54.513888888888886,9.557496070861816,0.9899028816520531,8.527925358961658
53,46,101,201,64.58333333333334,9.004943370819092,-1,8.502341582884773
54,46,101,200,38.54166666666667,7.795427083969116,0.969835492464569,8.476834558136119
55,46,102,200,64.58333333333334,4.887101173400879,-1,8.45140405446171
56,46,102,199,58.68055555555556,7.334662675857544,0.99303995875765,8.426049842298324
57,46,101,199,57.291666666666664,4.1788341999053955,0.9913836167628403,8.40077169277143
58,46,102,199,48.61111111111111,7.616117477416992,0.9811667997022572,8.375569377693116
59,47,102,199,57.291666666666664,4.696811676025391,0.9913319106132696,8.350442669560037
60,47,103,199,59.02777777777778,7.21995210647583,0.9933690750122829,8.325391341551358
61,47,104,199,61.80555555555556,4.766604661941528,0.9966690468141279,8.300415167526703
62,46,104,199,59.72222222222222,5.211522579193115,0.9941606482433761,8.275513922024123
63,46,105,199,55.208333333333336,7.6994640827178955,0.9887353254091027,8.25068738025805
64,46,105,198,52.43055555555556,5.0793373584747314,0.985378534653556,8.225935318117276
65,46,106,198,51.736111111111114,4.3799543380737305,0.9845033806355792,8.201257512162924
66,46,105,198,57.986111111111114,6.653821706771851,0.9919881083289557,8.176653739626435
67,46,106,198,61.80555555555556,5.528732538223267,0.996608557898093,8.152123778407555
68,46,106,197,55.55555555555556,5.83131217956543,0.9889869504101544,8.127667407072332
69,47,106,197,57.291666666666664,5.047897100448608,0.9910687093624897,8.103284404851115
70,48,106,197,53.125,5.9762282371521,0.9859591484070604,8.078974551636561
71,48,106,198,55.55555555555556,7.126357078552246,0.9888877913542935,8.054737627981652
72,48,105,198,56.25,8.244731187820435,0.9897074564436232,8.030573415097708
73,48,105,197,51.388888888888886,5.4788453578948975,0.9837039761918563,8.006481694852415
74,48,105,196,58.333333333333336,8.835233926773071,0.9922242137170446,7.982462249767857
75,48,104,196,56.59722222222222,7.9227614402771,0.990045308145167,7.958514863018554
76,48,105,196,56.94444444444444,5.997525930404663,0.9904475325675764,7.934639318429498
77,47,105,196,55.208333333333336,6.986247777938843,0.9882542444894326,7.910835400474209
78,47,106,196,48.61111111111111,4.619767189025879,0.9800121490590159,7.887102894272786
79,47,105,196,57.638888888888886,6.36684250831604,0.9912338385719331,7.8634415855899675
80,47,105,195,51.736111111111114,6.041980504989624,0.9837948271059576,7.839851260833197
81,47,104,195,60.763888888888886,8.53006911277771,0.9951400153384515,7.816331707050698
82,47,103,195,49.65277777777778,3.481600522994995,0.9810795396806204,7.792882711929546
83,47,104,195,56.25,6.464431047439575,0.9893634541781267,7.769504063793757
84,47,105,195,55.90277777777778,6.804612398147583,0.9888895824089208,7.746195551602376
85,47,105,196,56.25,5.153296232223511,0.9892996907752927,7.722956964947569
86,46,105,196,28.819444444444443,3.370539426803589,0.9547473356152711,7.699788094052726
87,46,105,197,62.5,5.947571039199829,0.9972979549457769,7.676688729770568
88,45,105,197,57.638888888888886,5.679673671722412,0.9909946476145818,7.653658663581256
89,45,105,196,59.02777777777778,6.496121406555176,0.9927675880762329,7.630697687590512
90,45,106,196,56.25,5.426313400268555,0.9891386141518165,7.607805594527741
